INSTNM,WEAPON,DRUG,LIQUOR,MURD,FORCIB,NONFOR,ROBBE,AGG_A,BURGLA,VEHIC,ARSON,BURGLA_RAC,SIM_A,SIM_A_RAC,SIM_A_SEX,LAR_T,LAR_T_RAC,INTIM,INTIM_RAC,INTIM_REL,INTIM_SEX,INTIM_GEN,INTIM_ETH,VANDAL,VANDAL_RAC,VANDAL_REL,VANDAL_SEX,VANDAL_GEN,VANDAL_ETH,RAPE,FONDL,STATR,confidence_score
BryanLGH College of Health Sciences,100,100,100,100,100,100,100,532.9270328,100,498.3900891,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,125.9786601
Lyndon State College,34.74008278,725.8052796,291.5395505,100,293.3841049,100,100,47.11457708,61.48738214,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,78.77435269,100,100,126.0264166
Loyola Marymount University,60.3565165,264.413922,70.30212157,100,63.864658,100,80.12679316,92.85057713,81.96332403,45.92559878,52.19128938,100,100,100,100,100,100,39.78534999,51.42562085,100,100,100,100,240.3726345,278.9370216,814.4037491,100,100,100,100,100,100,126.1537243
University of Dayton,51.54143961,132.9539023,342.9453121,100,131.1170052,100,58.83354349,41.171044,174.7308813,20.55490449,169.7202962,100,100,100,100,276.7187123,609.1175761,100,100,100,100,100,100,100,100,100,100,100,100,73.5940249,56.35787065,100,126.229891
University of Louisiana at Monroe,16.12287657,26.84717137,81.02318215,100,85.55406113,100,36.6542152,39.49340757,75.80028692,71.39753608,74.71175104,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,54.04505833,60.90748511,1421.076358,126.3635434
Briar Cliff University,100,25.24108561,267.6281339,100,100,100,56.22368956,88.98330253,193.1750348,70.22149227,110.624181,100,100,100,100,100,100,100,100,100,100,100,100,114.2189047,100,100,685.3865753,100,100,234.9112555,100,100,126.4566767
Jarvis Christian College,212.8179531,68.61711008,90.17032781,100,100,100,194.0282678,41.03628331,843.5469475,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.5692778
CUNY School of Law at Queens College,100,100,100,100,100,100,953.2123668,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.6628865
Union University,56.62831248,92.74802441,94.36681369,1182.902782,81.32551758,100,100,70.66833178,51.6530308,63.02516477,67.30950028,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.8946087
ITT Technical Institute-Spokane Valley,100,100,100,100,100,100,100,100,100,963.8046029,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,126.9938938
Western State Colorado University,135.5628741,331.6854509,239.3116869,100,79.71480935,100,70.47818892,100,53.66148502,79.91800883,100,100,100,100,100,100,100,100,100,100,100,100,100,188.9293306,650.5520542,100,100,100,100,125.8570153,9.78851905,100,127.045607
Pacific Lutheran University,38.48574726,13.55201342,15.35911931,100,291.9942726,100,7.489047852,44.21760566,185.5768657,644.6702848,100,100,100,100,100,100,100,6.565748721,100,761.821343,100,100,100,100,100,100,100,100,100,43.23639234,14.67950938,100,127.1139984
Virginia College-Charleston,977.3577613,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.41743
Reinhardt University,518.9459323,37.98804539,248.9317175,100,18.44383171,100,100,100,332.9078381,70.68565902,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,229.6908908,220.5238022,100,127.4411787
Potomac College-Washington,100,100,100,100,100,100,100,100,100,982.0204351,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.5631386
Hampton University,208.9140661,51.79140508,77.78175458,100,100,100,201.1129036,441.6296164,300.6168292,48.79254991,100,100,182.6904612,100,100,100,100,160.6726914,63.88256067,100,414.6976249,100,100,47.37525865,100,100,92.93705868,100,100,17.72613056,73.33792127,100,127.6237135
Cleveland Chiropractic College,100,94.0199632,100,100,100,100,1020.546812,101.5593928,70.68581198,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.7128744
Alfred University,40.15734892,452.1297817,123.7314057,100,111.215688,100,9.782228834,168.5616454,58.53274739,55.192876,322.5626474,100,100,100,100,100,100,100,100,100,100,100,100,114.8872628,100,100,687.8369636,100,100,7.985912126,36.08953155,100,127.7708137
Nebraska Christian College,100,76.67082113,100,100,100,100,100,100,471.7991029,643.4116872,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.8713003
Georgia Health Sciences University,251.242552,67.78261244,100,100,13.58058366,100,214.4236757,9.508401489,67.09793952,969.4217677,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,127.9080479
Talmudical Yeshiva of Philadelphia,100,100,100,100,100,100,100,100,310.728933,789.9999072,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.1477763
Stratford University,32.63454151,84.68114902,99.71775688,100,100,100,786.4673024,355.5832136,86.74827127,158.4340365,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.258321
ITT Technical Institute?Charlotte North,100,100,100,100,100,100,1011.164243,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.4738826
Southern California University of Health Sciences,100,100,100,100,100,100,987.2346764,100,127.5417778,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,128.5867642
Wartburg College,100,3.143909483,408.9191275,100,515.0491914,100,100,144.2876267,245.5949522,37.01156957,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,271.0743965,100,100,128.9087742
University of Dubuque,20.67824498,434.7648472,226.5208925,100,100,100,123.6716723,633.1373752,71.64069597,66.18867066,258.7226541,100,100,100,100,100,100,50.6026746,100,100,100,100,100,100,100,100,100,100,100,72.83804514,69.19216705,100,128.9986856
Institute of Taoist Education and Acupuncture,100,100,100,100,100,100,100,100,1030.300552,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.0718923
Boston College,100.3501371,65.47860114,325.9253033,100,91.9687937,100,92.92710122,44.02125515,59.29310391,71.13228104,316.8718848,100,100,100,100,100,100,100,100,100,100,100,100,142.2780793,484.4113277,100,36.55290159,100,100,305.8348091,202.4887405,100,129.3604475
Jackson State University,112.4104662,50.42851755,98.78816322,100,100,334.1281533,789.2294938,213.7891768,179.1534307,65.67097839,45.49789499,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,50.47816358,100,100,129.3617012
Guilford College,275.855144,362.060148,148.0577533,100,7.887590273,100,57.01292202,93.66521851,259.1175609,38.96750528,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,47.08932471,650.7473285,100,129.3893905
University of Advancing Technology,100,61.48150629,84.16512248,100,22.50894633,100,12.7756838,100,23.2927026,168.5018538,100,100,100,100,100,100,100,241.703701,100,100,1249.386331,100,100,100,100,100,100,100,100,38.37200747,39.80031324,100,129.4371303
Lasell College,131.3558691,307.9395744,313.1060358,100,226.0112526,100,47.28259988,43.10445378,399.2412007,64.13938289,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,346.5275242,63.37540153,100,129.440103
Rust College,641.745725,40.46857169,97.80631898,100,62.42678308,100,228.0904076,490.155651,134.6032345,48.78736381,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.5026267
Indiana University-Southeast,100,69.90258225,71.18927184,100,89.11467292,100,92.07908432,82.90261571,82.59385725,100,61.889516,100,100,100,100,100,100,52.00018102,100,342.7420126,100,100,100,326.3700735,906.8927545,100,42.10838644,100,100,56.71494812,70.54294536,100,129.5950907
South Georgia College,898.9516708,46.98640328,86.9451156,100,186.744748,100,100,100,227.5129632,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.5981532
Fitchburg State University,328.5936708,25.19734347,31.22803331,100,64.84972691,100,23.26670184,126.9739984,43.7930834,94.20030532,58.97860454,100,100,100,100,1275.07136,100,48.33391366,100,100,100,100,100,16.55698445,100,292.2937611,100,100,100,2.500642824,15.447974,100,129.6026908
Otterbein University,36.76388348,4.839281246,36.97516601,100,22.52365912,100,80.18740546,85.74476503,84.51820216,59.56789229,4.674207201,100,420.8122262,1157.206562,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,35.03863314,219.2841646,100,129.6292515
The University of Texas Health Science Center at Houston,55.6090612,91.21187865,99.77681671,100,46.48264824,100,244.9230133,68.11745255,18.49835516,58.94378373,73.23300881,100,484.9655528,100,873.290143,100,100,100,100,100,100,100,100,100,100,100,100,100,100,69.59863846,65.51387219,100,129.692632
University of Rochester,73.1048685,151.7296738,68.57430075,1263.779961,124.9866732,100,155.2041038,30.70932245,3.293620786,21.19292944,7.329640133,100,100,100,100,100,100,70.82062446,26.62076327,100,100,100,100,100,100,100,100,100,100,21.06027828,335.7398903,100,129.8170828
Western Carolina University,141.7099965,91.58170084,44.62725937,384.7189719,51.69920516,100,69.19437652,22.42334034,79.98297062,72.05960673,13.53987263,100,100,100,100,100,100,24.45230746,100,1047.926518,100,100,100,100,100,100,100,100,100,23.45082064,288.2408803,100,129.8627446
ITT Technical Institute-Tulsa,100,100,100,100,206.5772378,100,100,542.0470188,100,507.0124247,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.8636463
Mount Union College,100,100,98.59605737,100,621.3989705,100,100,100,537.1992715,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,129.9123219
Southwest University of Visual Arts-Tucson,100,100,100,100,100,100,100,100,81.35419307,1078.917787,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130.0084994
The Christ College of Nursing and Health Sciences,100,100,100,100,100,100,408.1692054,100,100,245.6783009,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,177.6968132,529.9426587,100,130.0464681
Radford University,65.16649562,42.57999495,47.14702986,100,91.22717387,100,39.97446789,1.844108833,25.19640243,55.45608811,582.630605,100,100,100,100,100,100,65.339853,16.84186527,100,422.3410503,100,100,247.1405321,524.3004794,402.1614555,100,100,100,34.18945822,5.29693288,100,130.2760623
Life Chiropractic College-West,100,100,100,100,100,100,100,100,424.0207412,751.6171619,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130.4886845
Indiana State University,10.82585006,59.75101856,35.43367769,290.7712749,2.388213161,100,33.77356937,179.9446988,33.83746479,32.4249489,70.1274911,100,117.6111684,425.2990909,100,100,100,175.9105205,89.23175912,100,494.3105634,100,701.0811136,79.74510459,47.3838349,100,100,100,100,1.785621323,100.1099339,100,130.6795912
Webber International University,358.3225474,32.56212012,59.67479172,100,100,100,43.59766695,364.9357335,771.5317907,51.15938058,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,130.680751
Salem International University,100,1.272928574,49.77593909,100,126.3774326,100,100,374.0891946,430.9157509,100,692.5672296,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.02887629,63.36149527,100,130.6996515
Endicott College,300.690151,36.18767159,361.207694,100,41.1564558,100,100,6.750157332,88.0573694,53.4191758,100,100,100,100,100,100,100,38.32043568,100,100,446.2267592,100,100,179.24203,190.1549369,162.562194,309.5118345,100,100,130.7578158,140.5103332,100,130.7735942
National American University-Lewisville,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1091.619189,100,100,130.9880997
Sullivan University,14.27191833,72.93705164,94.68417197,100,10.73543448,100,57.02466714,93.25569227,83.13608623,4.990641631,48.30740532,100,747.2670782,581.7490561,100,100,100,34.89363222,100,500.5298544,100,100,100,100,100,100,100,100,100,76.51547387,73.36320742,100,131.0519178
The College of New Jersey,32.22595491,23.74739312,184.9488348,100,22.18301627,100,92.92187361,59.2580953,16.30401733,32.59220453,138.3885694,100,100,100,100,100,100,157.355689,331.4591768,295.6340466,69.3827371,100,100,281.0040897,259.9035498,100,534.9399241,100,100,85.66160602,180.7766364,100,131.2089817
Baptist Bible College,100,82.45150262,100,100,100,100,100,100,201.0800586,1018.406963,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,131.3105789
Bridgewater College,6.899184856,38.85718318,352.673144,100,220.6902263,100,100,58.02481024,122.8231761,20.63054272,391.2095059,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,314.4437021,478.551871,100,131.4001046
St Bonaventure University,100,249.0497981,592.0200204,100,142.9281861,100,100,90.781431,172.8422931,9.814471822,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,455.4464706,100,100,131.6525835
Los Angeles Film School,53.90696227,88.2853604,99.61376518,100,100,100,1084.200784,274.0649536,72.79856267,41.05777619,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,131.6852551
Misericordia University,14.51867745,28.3859988,90.121705,1593.689342,84.90550669,100,100,3.263182172,69.96343067,51.18579111,56.8419745,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,21.57129788,100,100,131.7014658
Dine College,7.439069396,68.38268989,80.86901772,100,61.90957615,100,66.33811757,1546.949716,16.24122942,8.407025062,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,58.27166328,100,131.7127533
College America-Denver,100,100,100,100,100,100,956.2061484,100,100,259.2381661,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,131.7326348
Seton Hall University,47.52115282,24.56335472,1.364118268,100,23.7784463,100,84.88022019,65.79434248,35.88077706,67.66084337,100,100,100,100,100,100,100,380.1510398,865.973155,100,100,100,411.1607945,132.6395525,101.4426776,386.0964465,89.53818568,100,100,10.51573992,1.778550295,100,132.2106062
West Suburban College of Nursing,100,100,100,100,100,100,100,100,100,1153.769711,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,132.9303035
Medical College of Wisconsin,2.445098741,88.25557921,99.18254249,100,57.99593254,100,38.86987974,691.7002526,424.538003,523.7496059,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,33.18902679,100,100,133.122685
Bryant University,88.52099765,390.4322905,645.7444429,100,512.8696054,100,100,58.59685643,5.160620831,90.21402568,3.824686889,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,120.1206976,149.6669225,100,133.2859733
Franklin W Olin College of Engineering,100,56.72710956,28.84239707,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1284.696602,100,100,133.4458159
Concordia University-Chicago,47.96250072,82.8301349,62.93607225,100,55.18858403,100,100,21.79503105,51.0922559,92.60624434,100,100,100,100,100,1653.013257,100,31.73328585,65.63904791,100,160.1070675,100,100,100,100,100,100,100,100,6.914442811,48.21313046,100,133.7509705
Syracuse University,61.17324639,39.76060683,170.8028063,100,60.48873961,100,9.483771607,26.47762039,45.37214561,75.17482776,0.49950622,100,100,100,100,100,100,239.1011648,307.8414172,100,132.8885091,380.889996,370.8714544,54.77443507,38.14496494,123.8913305,74.59891704,966.1240477,100,1.614406876,5.559653506,100,133.922924
Angelo State University,46.07411025,28.29924908,16.5848158,100,53.56242113,936.0177868,100,31.9239207,46.9601129,81.61103704,100,100,255.3066094,757.6868563,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,10.79426443,24.60046692,100,134.0444266
California State University-San Marcos,36.97587898,4.159370727,86.37374296,100,81.85307733,574.7600801,86.7950459,80.99797349,73.28522685,82.03485749,89.41100558,100,100,100,100,100,100,100,100,100,100,100,100,180.0126376,11.90602314,102.5282856,452.7872267,100,796.7206328,49.13167055,1.784321402,100,134.109908
Wayne State University,74.33352471,75.16611238,82.88988841,100,59.47902224,100,216.3028795,63.99847158,61.47834339,273.191746,48.41182034,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,73.63327464,71.20176264,1192.918708,134.1564236
Pitzer College,100,392.7516996,119.2471933,100,122.3503747,100,100,100,769.1187014,193.4974148,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.2801682
ITT Technical Institute-Cary,1214.223652,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.8194891
New York Film Academy,587.5901111,1.172459399,53.90692246,100,100,100,761.7192092,210.0050773,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,134.8248056
Platt College-Tulsa,100,100,100,100,100,100,308.861491,100,100,1012.499884,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.042543
Iowa Wesleyan University,100,29.56622367,191.8068986,100,100,100,100,731.8244513,141.956061,96.60856693,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,531.7732103,100,100,135.1104816
Saint Bonaventure University,100,77.50462186,569.2609073,100,845.111307,100,100,124.919554,8.40746636,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.1626205
East West College of Natural Medicine,672.1063956,100,93.53016438,100,100,100,100,100,203.7682734,558.229098,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.2385604
Suffolk University,105.3274009,5.022695457,77.50165447,100,83.16047411,100,47.04322297,42.69267299,76.91955764,87.49686843,3.174147688,100,383.1643084,677.5513051,100,100,100,48.51077764,100,100,193.2341861,707.3298657,100,79.88860787,55.76561448,181.9056738,119.8406934,100,100,59.82299401,92.40502328,100,135.2424295
King College,891.7824519,78.29117889,58.06923221,100,249.3884127,100,43.50241409,265.8519961,343.4033914,61.56793978,35.9154945,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.242891
Bowling Green State University-Main Campus,64.20346526,23.92109983,26.17090967,100,56.18365054,100,67.10131301,78.48115743,48.34471474,75.58645191,454.0075505,100,100,100,100,382.3583056,807.9685752,8.743007444,173.4629764,100,100,100,100,90.26016605,394.239052,100,100,100,100,63.43626632,18.43548908,100,135.4032547
ITT Technical Institute?Fort Myers,100,70.92404393,100,100,100,100,1262.072298,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.4061357
Expression College for Digital Arts,100,100,92.31306659,100,100,100,1049.669935,100,100,291.0271869,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.4065684
United States Merchant Marine Academy,100,98.87407438,73.19786469,100,63.75801675,100,100,100,518.1611923,7.636827294,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,389.9901298,684.6026665,100,135.5068991
Maine Maritime Academy,58.87582447,85.69754624,33.01499604,100,6.240647317,100,3.077375444,196.6582098,148.0841647,100,147.9718776,100,100,100,100,100,100,100,100,100,100,100,100,404.4080291,1210.301317,100,100,100,100,15.507694,27.77798271,100,135.5504895
Bergin University of Canine Studies,100,100,100,100,100,100,100,100,1240.77031,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.6490722
Stevens-Henager College,100,75.48497382,72.51751239,100,100,100,100,100,100,1298.008704,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.8128497
Morgan State University,83.98073352,62.57234148,88.50072151,1163.568483,58.6156508,100,589.2785254,97.41239094,18.34559134,31.71700565,83.9010852,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,4.919069416,65.91291533,100,135.8976411
AIB College of Business,100,68.5498421,320.16514,100,291.5226659,100,100,602.8085664,368.4824406,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,135.9852705
College of the Holy Cross,85.55966998,52.98269255,706.116562,100,384.9689958,100,63.80544292,43.23164646,129.1429485,63.06838492,100,100,100,100,100,100,100,9.667383032,100,100,333.0759871,100,100,100,100,100,100,100,100,176.9069489,303.8112847,100,136.0105608
ITT Technical Institute-Arlington Heights,100,100,100,100,100,100,100,100,100,1256.008442,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,136.1252638
Phillips Graduate University,1257.549707,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,136.1734283
University of New Hampshire-School of Law,238.4575981,9.452958712,97.16390767,100,100,100,100,815.5766392,11.22753654,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,595.3832527,100,100,136.4769342
San Francisco Theological Seminary,100,80.77265477,95.98510524,100,100,100,800.7110286,100,591.1857287,104.23398,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,136.6527655
St. Mary's University,151.7310714,58.26128307,14.96070634,100,100,100,215.4808312,98.61592062,50.48097428,141.4289101,100,100,100,100,100,100,100,100,100,100,100,100,100,285.9505144,902.5840948,100,100,100,100,13.80034395,339.9650459,100,136.6643655
Point Park University,140.2969754,116.0578042,7.726461288,1136.140644,277.8696471,100,371.366942,107.2584899,78.07778367,28.7458141,5.503232292,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,6.98295791,100,100,136.750836
Bastyr University,100,97.35496838,100,100,100,100,100,100,94.48949077,57.85648032,100,100,100,100,100,100,100,650.863915,844.1226884,100,100,100,100,100,100,100,100,100,100,32.28894565,100,100,136.7805153
Interior Designers Institute,100,100,100,100,100,100,100,100,100,1279.694179,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,136.8654431
Manhattan Christian College,100,100,100,100,100,100,1282.341231,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,136.9481635
Gonzaga University,7.938860733,55.01766724,383.1375301,100,184.4654379,940.3927468,45.70578444,2.545332778,59.08141676,481.6984358,46.94173507,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,55.76698663,127.1538047,100,137.1826793
Yo San University of Traditional Chinese Medicine,100,100,100,100,100,100,521.7759756,100,225.3207747,745.9169131,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.281677
Fayetteville State University,790.8919949,67.12565974,88.93091783,100,58.72690876,100,131.0013198,16.89684848,484.1697565,449.9792198,7.380530479,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.3469736
University of Maryland-Baltimore County,20.77183555,41.95614669,33.04931408,100,21.2773418,100,80.9053192,61.53165853,64.83319392,76.61977518,35.68985083,100,100,100,100,100,100,339.7037898,190.9871485,753.8424343,813.8885406,100,100,86.87923065,2.908721547,251.4329187,174.0606655,100,100,29.04485894,18.35185864,100,137.4292063
Shenandoah University,17.13371362,67.2235059,37.23398031,100,101.7363493,100,59.96437302,34.42698041,263.0835586,81.84404281,35.79121479,100,100,100,100,100,100,304.3519977,100,100,1177.427331,100,100,95.91391039,69.64193007,100,378.8502221,100,100,41.65845599,32.34515345,100,137.457085
Divine Mercy University,100,187.984677,100,100,100,100,100,100,100,1210.995714,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.4681372
Elizabeth City State University,914.1972231,26.950524,69.27492018,100,100,100,584.4051313,40.69486298,166.0090553,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.5478662
St Thomas Aquinas College,275.873296,81.00224988,148.8196418,100,1194.713609,100,100,100,1.413947782,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.5569608
Oregon Institute of Technology,90.67293142,70.30644969,73.58333631,100,83.93623231,100,88.31089332,100,70.64376067,44.34000832,68.72197513,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,36.12309369,85.50981276,1591.42466,137.6116611
Herzing University-Brookfield,100,100,100,100,100,100,1307.474708,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.7335846
The Robert B Miller College,1028.191994,100,100,100,100,100,100,100,100,380.8979712,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,137.7840614
Rutgers University-New Brunswick,0.48903841,22.47570722,18.43728816,100,11.0829622,100,5.311514126,5.516425077,11.06576168,45.80038703,11.11748145,100,324.9630539,559.4640364,100,100,100,151.9126808,75.97246817,609.9885575,286.8674478,100,100,165.5827212,61.46702005,325.0532604,210.7555521,100,488.118512,40.08732623,11.25013839,67.09161463,137.8084673
Florida Polytechnic University,100,52.33220663,44.54426608,100,100,100,100,100,33.23774211,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,1481.779094,100,137.8716659
Moravian College,171.0135794,46.82028934,96.72085209,100,104.2073429,100,69.82327377,22.18847287,379.8094849,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,920.8277,321.0366289,100,138.5139883
College of St Joseph,100,173.9098901,31.68287347,100,100,100,100,1188.218978,71.74178001,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,269.9117186,100,138.6082888
Medical University of South Carolina,40.97139924,59.73083124,98.51611638,100,49.16828788,100,63.01133601,339.1224265,41.94123946,151.6126201,55.50843035,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,9.041411758,289.7447253,1238.073562,138.6388246
Missouri College,100,100,100,100,100,100,1225.78493,217.9690517,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,138.8673119
Illinois Institute of Technology,38.78918687,57.4233495,59.5938035,704.6982506,53.14587029,100,991.0176114,22.65487532,39.34891701,224.6934991,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,53.42162387,100,100,138.8995934
Laguna College of Art and Design,100,95.52071334,78.25363585,100,44.18202148,100,1578.668728,50.97604396,56.08500226,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,42.66661684,100,100,138.9485238
D'Youville College,100,89.27641447,64.23849606,100,100,100,18.19993733,176.3971977,16.51107386,19.59537675,100,100,100,100,100,100,100,437.2083062,1250.95199,100,100,100,100,100,100,100,100,100,100,83.85196035,100,100,139.257211
St Louis College of Pharmacy,100,56.97724576,53.0283196,100,100,100,72.74980923,58.56862468,297.6931524,56.6823541,100,100,100,100,100,100,100,248.9478534,100,100,1277.993455,100,100,100,100,100,100,100,100,37.06548792,100,100,139.3658219
ITT Technical Institute-Chantilly,100,100,100,100,100,100,1365.194491,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,139.5373279
Wheeling Jesuit University,100,62.39856779,576.1765367,100,452.8964407,100,119.4503443,84.21122239,328.657962,75.12009079,427.9287882,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,39.9089858,100,100,139.5859043
Mount St. Mary's University,100,78.6592746,256.941082,100,100,100,100,100,16.31007534,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,774.0934558,643.565549,100,139.6740449
Defiance College,172.3746226,66.38185202,83.729384,100,916.3914157,100,13.7840896,100,167.8995062,22.59922414,173.7288781,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,552.8800382,100,100,139.6802816
